airline_code,num_code,dep_time,time_taken,price,Routine,departure_time
0,8803,7.333333333333333,45,786300,0,2
0,8157,6.333333333333333,45,786300,0,2
0,8169,19.75,45,786300,0,4
0,3002,7.75,45,786300,0,2
2,5328,9.5,45,900300,0,2
0,943,7.5,45,930000,0,2
0,977,19.0,45,930000,0,4
0,963,8.833333333333334,45,930000,0,2
0,941,16.75,45,930000,0,3
0,955,17.75,45,930000,0,4
2,2046,17.25,45,900300,0,4
2,5041,18.666666666666668,45,900300,0,4
2,573,16.0,45,900300,0,3
2,607,22.25,45,898200,0,1
2,2042,20.333333333333332,45,898200,0,1
3,9843,6.083333333333333,45,987300,0,2
1,717,16.666666666666668,45,999000,0,3
1,713,19.916666666666668,45,999000,0,4
1,717,16.666666666666668,45,999000,0,3
0,2976,19.333333333333332,45,1055700,0,4
0,8483,18.166666666666668,45,1055700,0,4
0,2976,19.333333333333332,45,1055700,0,4
0,339,15.5,45,1055700,0,3
0,2277,15.75,45,1055700,0,3
2,7403,7.416666666666667,45,1063800,0,2
2,369,21.833333333333332,45,1063800,0,1
2,6202,12.0,45,1071000,0,3
2,549,14.333333333333334,45,1071000,0,3
2,6722,21.25,45,1071000,0,1
2,2013,4.916666666666667,45,1082400,0,0
2,181,5.25,45,1097100,0,0
2,607,22.25,45,1097100,0,1
3,9887,5.583333333333333,45,1112400,0,0
3,482,20.0,45,1119900,0,1
3,784,16.083333333333332,45,1119900,0,3
3,784,16.083333333333332,45,1119900,0,3
3,839,21.416666666666668,45,1149300,0,1
3,544,17.25,45,1149300,0,4
3,542,9.75,45,1149300,0,2
3,560,8.166666666666666,45,1149300,0,2
3,537,16.25,45,1156500,0,3
3,429,9.833333333333334,45,1156500,0,2
2,184,9.083333333333334,45,1172400,0,2
2,2092,17.916666666666668,45,1187700,0,4
2,5018,12.916666666666666,45,1187700,0,3
2,926,18.5,45,1188900,0,4
2,2168,18.0,45,1190400,0,4
2,2083,5.5,45,1190400,0,0
2,2193,14.083333333333334,45,1190400,0,3
2,2102,7.333333333333333,45,1216500,0,2
3,469,5.916666666666667,45,1269900,0,0
2,2193,14.083333333333334,45,1301100,0,3
2,152,10.25,45,1301100,0,2
0,833,7.166666666666667,45,1407300,0,2
0,833,7.166666666666667,45,1407300,0,2
0,683,13.666666666666666,45,1434300,0,3
3,429,9.833333333333334,45,1329900,0,2
3,839,21.416666666666668,45,1338300,0,1
3,481,8.666666666666666,45,1342800,0,2
3,540,20.666666666666668,45,1377000,0,1
2,2338,12.75,45,1382100,0,3
0,673,13.333333333333334,45,1490400,0,3
2,2373,13.833333333333334,45,1402200,0,3
0,839,13.5,45,1512000,0,3
0,835,19.916666666666668,45,1512000,0,4
0,837,17.416666666666668,45,1512000,0,4
0,835,19.916666666666668,45,1512000,0,4
0,837,17.416666666666668,45,1512000,0,4
0,835,19.916666666666668,45,1512000,0,4
0,839,13.5,45,1512000,0,3
0,837,17.416666666666668,45,1512000,0,4
0,627,13.333333333333334,45,1537800,0,3
3,475,13.0,45,1434000,0,3
1,1404,9.166666666666666,45,1437900,0,2
0,829,7.5,45,1568100,0,2
0,899,14.75,45,1568100,0,3
0,859,10.416666666666666,45,1568100,0,2
0,871,20.583333333333332,45,1568100,0,1
0,829,7.5,45,1568100,0,2
0,871,20.583333333333332,45,1568100,0,1
0,899,14.75,45,1568100,0,3
0,859,10.416666666666666,45,1568100,0,2
3,544,17.25,45,1464300,0,4
3,542,9.75,45,1464300,0,2
3,560,8.166666666666666,45,1464300,0,2
3,473,18.666666666666668,45,1507800,0,4
3,531,20.0,45,1515600,0,1
1,211,9.0,45,1526100,0,2
1,2509,6.0,45,1526100,0,2
1,211,9.0,45,1526100,0,2
1,2609,21.0,45,1526100,0,1
3,411,7.083333333333333,45,1569300,0,2
1,7553,15.0,45,1596900,0,3
1,237,12.833333333333334,45,1596900,0,3
3,471,13.25,45,1635300,0,3
0,879,17.666666666666668,45,1757100,0,4
3,465,16.833333333333332,45,1652100,0,3
3,512,14.166666666666666,45,1652100,0,3
0,879,17.666666666666668,45,1757100,0,4
1,7541,8.0,45,1675200,0,2
1,165,6.083333333333333,45,1675200,0,2
3,540,20.666666666666668,45,1676400,0,1
3,406,10.25,45,1692000,0,2
3,439,6.083333333333333,45,1707900,0,2
3,877,11.0,45,1716300,0,2
3,803,6.166666666666667,45,1728300,0,2
1,194,20.583333333333332,45,1741800,0,1
3,762,20.25,45,1743000,0,1
3,764,16.916666666666668,45,1743000,0,3
3,483,16.5,45,1755600,0,3
3,409,10.583333333333334,45,1778100,0,2
0,811,5.916666666666667,45,1888800,0,0
0,817,16.083333333333332,45,1888800,0,3
0,813,17.583333333333332,45,1888800,0,4
0,819,14.25,45,1888800,0,3
0,819,14.25,45,1888800,0,3
0,817,16.083333333333332,45,1888800,0,3
0,819,14.25,45,1888800,0,3
0,819,14.25,45,1888800,0,3
0,801,9.083333333333334,45,1888800,0,2
0,807,20.666666666666668,45,1888800,0,1
3,798,12.666666666666666,45,1784700,0,3
1,113,6.083333333333333,45,1786200,0,2
1,213,11.833333333333334,45,1786200,0,2
1,191,9.25,45,1786200,0,2
1,266,6.416666666666667,45,1786200,0,2
1,103,19.416666666666668,45,1786200,0,4
1,119,18.666666666666668,45,1786200,0,4
1,2403,10.5,45,1787400,0,2
1,2401,10.5,45,1787400,0,2
3,883,22.0,45,1815000,0,1
3,506,9.75,45,1854300,0,2
3,807,17.333333333333332,45,1854300,0,4
3,451,14.5,45,1893600,0,3
3,502,13.5,45,1980300,0,3
3,502,13.5,45,1980300,0,3
3,9609,18.333333333333332,45,1996200,0,4
3,453,4.916666666666667,45,2017200,0,0
3,479,21.25,45,2017200,0,1
3,767,12.166666666666666,45,2026800,0,3
3,401,6.833333333333333,45,2026800,0,2
0,637,17.166666666666668,45,2270700,0,4
0,706,13.666666666666666,45,2270700,0,3
0,705,7.5,45,2272500,0,2
0,707,17.5,45,2272500,0,4
0,747,6.5,45,2272500,0,2
0,737,15.916666666666666,45,2272500,0,3
0,705,7.5,45,2272500,0,2
0,747,6.5,45,2272500,0,2
0,705,7.5,45,2272500,0,2
0,747,6.5,45,2272500,0,2
3,775,12.333333333333334,45,2225700,0,3
1,101,5.833333333333333,45,2240700,0,0
0,727,20.5,45,2351400,0,1
0,727,20.5,45,2351400,0,1
3,9643,19.0,45,2281200,0,4
3,9017,9.916666666666666,45,2407200,0,2
0,855,18.666666666666668,45,2736000,0,4
3,801,17.083333333333332,45,2636700,0,4
3,885,10.916666666666666,45,2823000,0,2
1,286,10.833333333333334,45,3026100,0,2
1,286,10.833333333333334,45,3026100,0,2
1,357,6.083333333333333,45,3388500,0,2
3,885,10.916666666666666,45,3440400,0,2
0,975,5.75,45,742800,0,0
0,953,20.666666666666668,45,742800,0,1
0,981,21.666666666666668,45,742800,0,1
0,927,9.5,45,810000,0,2
0,993,12.833333333333334,45,810000,0,3
0,951,14.333333333333334,45,810000,0,3
0,933,15.5,45,810000,0,3
0,985,19.833333333333332,45,810000,0,4
0,995,10.333333333333334,45,810000,0,2
0,945,11.666666666666666,45,810000,0,2
1,7533,13.5,45,723000,0,3
1,7534,15.5,45,723000,0,3
1,7535,17.0,45,723000,0,4
2,171,2.0,45,723000,0,0
3,764,4.416666666666667,45,723000,0,0
2,2054,6.5,45,723000,0,2
1,530,7.0,45,723000,0,2
2,5001,7.25,45,723000,0,2
1,334,8.0,45,723000,0,2
2,5329,8.166666666666666,45,723000,0,2
1,354,22.5,45,723000,0,1
2,2137,23.583333333333332,45,723000,0,5
1,2501,2.0,45,723000,0,0
1,336,14.333333333333334,45,723000,0,3
1,392,15.0,45,723000,0,3
1,346,19.666666666666668,45,723000,0,4
2,6261,20.0,45,723000,0,1
1,330,21.0,45,723000,0,1
2,6278,8.75,45,723000,0,2
1,338,10.5,45,723000,0,2
1,323,18.833333333333332,45,723000,0,4
2,2081,4.75,45,723000,0,0
3,747,19.0,45,722700,0,4
3,773,20.0,45,722700,0,1
3,784,16.083333333333332,45,722700,0,3
3,881,5.416666666666667,45,722700,0,0
3,721,20.75,45,722700,0,1
3,1529,9.583333333333334,45,722700,0,2
3,773,20.0,45,722700,0,1
3,747,19.0,45,722700,0,4
3,740,8.0,45,722700,0,2
3,1529,9.583333333333334,45,722700,0,2
3,784,16.083333333333332,45,722700,0,3
3,887,7.0,45,742800,0,2
3,665,8.0,45,742800,0,2
3,865,10.666666666666666,45,742800,0,2
3,805,20.0,45,742800,0,1
3,678,9.0,45,742800,0,2
3,624,19.0,45,742800,0,4
3,636,14.5,45,742800,0,3
3,441,17.833333333333332,45,742800,0,4
0,8709,18.916666666666668,45,786300,0,4
0,8803,7.333333333333333,45,786300,0,2
0,8157,6.333333333333333,45,786300,0,2
0,8169,19.75,45,786300,0,4
0,3002,7.75,45,786300,0,2
2,5328,9.5,45,900300,0,2
0,943,7.5,45,930000,0,2
0,977,19.0,45,930000,0,4
0,963,8.833333333333334,45,930000,0,2
0,941,16.75,45,930000,0,3
0,955,17.75,45,930000,0,4
3,868,18.0,45,837300,0,4
2,2154,10.5,45,853200,0,2
2,2097,7.0,45,853200,0,2
2,2154,10.5,45,853200,0,2
2,2046,17.25,45,900300,0,4
2,5041,18.666666666666668,45,900300,0,4
2,184,9.083333333333334,45,1086900,0,2
1,717,16.666666666666668,45,999000,0,3
1,713,19.916666666666668,45,999000,0,4
1,717,16.666666666666668,45,999000,0,3
0,2976,19.333333333333332,45,1055700,0,4
0,8483,18.166666666666668,45,1055700,0,4
0,2976,19.333333333333332,45,1055700,0,4
0,2277,15.75,45,1055700,0,3
2,369,21.833333333333332,45,1063800,0,1
2,607,22.25,45,1064700,0,1
2,2042,20.333333333333332,45,1064700,0,1
2,6202,12.0,45,1071000,0,3
2,549,14.333333333333334,45,1071000,0,3
2,573,16.0,45,1071000,0,3
2,6722,21.25,45,1071000,0,1
2,181,5.25,45,1097100,0,0
3,482,20.0,45,1119900,0,1
3,798,12.666666666666666,45,1119900,0,3
3,788,22.166666666666668,45,1119900,0,1
3,540,20.666666666666668,45,1156500,0,1
3,537,16.25,45,1156500,0,3
2,2092,17.916666666666668,45,1187700,0,4
2,5018,12.916666666666666,45,1187700,0,3
2,607,22.25,45,1188900,0,1
2,2168,18.0,45,1190400,0,4
2,2083,5.5,45,1190400,0,0
2,2193,14.083333333333334,45,1190400,0,3
0,339,15.5,45,1244700,0,3
3,435,5.916666666666667,45,1248300,0,0
2,926,18.5,45,1263600,0,4
3,469,5.25,45,1269900,0,0
3,531,20.0,45,1295100,0,1
2,2193,14.083333333333334,45,1301100,0,3
2,152,10.25,45,1301100,0,2
0,683,13.666666666666666,45,1434300,0,3
3,560,8.166666666666666,45,1338300,0,2
3,439,6.083333333333333,45,1377000,0,2
0,673,13.333333333333334,45,1490400,0,3
0,837,17.416666666666668,45,1512000,0,4
0,837,17.416666666666668,45,1512000,0,4
0,837,17.416666666666668,45,1512000,0,4
2,282,10.0,45,1433700,0,2
1,1404,9.166666666666666,45,1437900,0,2
0,879,17.666666666666668,45,1568100,0,4
0,829,7.5,45,1568100,0,2
0,899,14.75,45,1568100,0,3
0,859,10.416666666666666,45,1568100,0,2
0,871,20.583333333333332,45,1568100,0,1
0,829,7.5,45,1568100,0,2
0,879,17.666666666666668,45,1568100,0,4
0,871,20.583333333333332,45,1568100,0,1
0,899,14.75,45,1568100,0,3
0,879,17.666666666666668,45,1568100,0,4
0,859,10.416666666666666,45,1568100,0,2
0,899,14.75,45,1568100,0,3
0,871,20.583333333333332,45,1568100,0,1
3,544,17.25,45,1464300,0,4
3,542,9.75,45,1464300,0,2
3,839,21.416666666666668,45,1464300,0,1
0,835,19.916666666666668,45,1606500,0,4
0,835,19.916666666666668,45,1606500,0,4
0,835,19.916666666666668,45,1606500,0,4
2,2373,13.833333333333334,45,1525800,0,3
1,211,9.0,45,1526100,0,2
1,2509,6.0,45,1526100,0,2
1,211,9.0,45,1526100,0,2
1,2609,21.0,45,1526100,0,1
3,762,20.25,45,1584300,0,1
3,764,16.916666666666668,45,1584300,0,3
3,762,20.25,45,1584300,0,1
3,764,16.916666666666668,45,1584300,0,3
3,877,11.0,45,1633800,0,2
3,465,16.833333333333332,45,1652100,0,3
3,512,14.166666666666666,45,1652100,0,3
3,883,22.0,45,1657500,0,1
1,7541,8.0,45,1675200,0,2
1,165,6.083333333333333,45,1675200,0,2
3,439,6.083333333333333,45,1676400,0,2
3,411,7.083333333333333,45,1710900,0,2
3,811,18.5,45,1710900,0,4
3,473,18.666666666666668,45,1716300,0,4
3,471,13.25,45,1729800,0,3
1,194,20.583333333333332,45,1741800,0,1
3,9643,19.0,45,1742400,0,4
3,762,20.25,45,1743000,0,1
3,764,16.916666666666668,45,1743000,0,3
3,469,5.25,45,1755600,0,0
3,415,16.75,45,1778100,0,3
0,811,5.916666666666667,45,1888800,0,0
0,817,16.083333333333332,45,1888800,0,3
0,813,17.583333333333332,45,1888800,0,4
0,817,16.083333333333332,45,1888800,0,3
0,807,20.666666666666668,45,1888800,0,1
0,815,8.083333333333334,45,1888800,0,2
0,809,19.833333333333332,45,1888800,0,4
0,815,8.083333333333334,45,1888800,0,2
3,775,12.333333333333334,45,1784700,0,3
1,113,6.083333333333333,45,1786200,0,2
1,213,11.833333333333334,45,1786200,0,2
1,7553,15.0,45,1786200,0,3
1,191,9.25,45,1786200,0,2
1,237,12.833333333333334,45,1786200,0,3
1,266,6.416666666666667,45,1786200,0,2
1,103,19.416666666666668,45,1786200,0,4
1,119,18.666666666666668,45,1786200,0,4
0,855,18.666666666666668,45,1891800,0,4
1,2403,10.5,45,1787400,0,2
1,2401,10.5,45,1787400,0,2
3,403,12.916666666666666,45,1805700,0,3
3,406,10.25,45,1810200,0,2
3,491,11.916666666666666,45,1821300,0,2
3,9843,6.083333333333333,45,1824300,0,2
2,7403,7.416666666666667,45,1830600,0,2
3,483,16.5,45,1837500,0,3
3,807,17.333333333333332,45,1854300,0,4
2,2102,7.333333333333333,45,1871700,0,2
0,819,14.25,45,1983300,0,3
0,819,14.25,45,1983300,0,3
0,819,14.25,45,1983300,0,3
0,819,14.25,45,1983300,0,3
0,801,9.083333333333334,45,1983300,0,2
0,801,9.083333333333334,45,1983300,0,2
3,485,5.5,45,1893600,0,0
3,451,14.5,45,1893600,0,3
3,9857,6.333333333333333,45,1901700,0,2
3,9809,13.25,45,1903200,0,3
3,429,9.833333333333334,45,1959900,0,2
3,453,4.916666666666667,45,2017200,0,0
0,707,17.5,45,2272500,0,4
0,737,15.916666666666666,45,2272500,0,3
3,767,12.166666666666666,45,2178600,0,3
3,401,6.833333333333333,45,2178600,0,2
3,429,9.833333333333334,45,2202300,0,2
1,286,10.833333333333334,45,2231100,0,2
1,286,10.833333333333334,45,2231100,0,2
1,101,5.833333333333333,45,2240700,0,0
0,705,7.5,45,2351400,0,2
0,747,6.5,45,2351400,0,2
0,705,7.5,45,2351400,0,2
3,9015,9.916666666666666,45,2577600,0,2
0,627,13.333333333333334,45,2741100,0,3
2,2338,12.75,45,2790300,0,3
3,885,10.916666666666666,45,2854500,0,2
0,637,17.166666666666668,45,3015000,0,4
0,706,13.666666666666666,45,3015000,0,3
0,833,7.166666666666667,45,3272100,0,2
0,839,13.5,45,3272100,0,3
3,885,10.916666666666666,45,3345900,0,2
1,357,6.083333333333333,45,3388500,0,2
0,953,20.666666666666668,45,742800,0,1
0,981,21.666666666666668,45,805800,0,1
0,927,9.5,45,810000,0,2
0,993,12.833333333333334,45,810000,0,3
0,951,14.333333333333334,45,810000,0,3
0,995,10.333333333333334,45,810000,0,2
0,945,11.666666666666666,45,810000,0,2
1,7533,13.5,45,723000,0,3
1,7534,15.5,45,723000,0,3
1,7535,17.0,45,723000,0,4
2,171,2.0,45,723000,0,0
3,764,4.416666666666667,45,723000,0,0
2,2054,6.5,45,723000,0,2
1,530,7.0,45,723000,0,2
2,5001,7.25,45,723000,0,2
1,334,8.0,45,723000,0,2
2,5329,8.166666666666666,45,723000,0,2
1,354,22.5,45,723000,0,1
2,2137,23.583333333333332,45,723000,0,5
1,2501,2.0,45,723000,0,0
1,336,14.333333333333334,45,723000,0,3
1,392,15.0,45,723000,0,3
1,346,19.666666666666668,45,723000,0,4
2,6261,20.0,45,723000,0,1
1,330,21.0,45,723000,0,1
2,6278,8.75,45,723000,0,2
1,338,10.5,45,723000,0,2
2,218,10.75,45,723000,0,2
1,323,18.833333333333332,45,723000,0,4
2,2081,4.75,45,723000,0,0
3,747,19.0,45,722700,0,4
3,773,20.0,45,722700,0,1
3,721,20.75,45,722700,0,1
3,1529,9.583333333333334,45,722700,0,2
3,773,20.0,45,722700,0,1
3,747,19.0,45,722700,0,4
3,740,8.0,45,722700,0,2
3,798,12.666666666666666,45,722700,0,3
3,775,12.333333333333334,45,722700,0,3
3,788,22.166666666666668,45,722700,0,1
3,1529,9.583333333333334,45,722700,0,2
2,2097,7.0,45,738900,0,2
3,868,18.0,45,742800,0,4
3,887,7.0,45,742800,0,2
3,665,8.0,45,742800,0,2
3,865,10.666666666666666,45,742800,0,2
3,805,20.0,45,742800,0,1
3,678,9.0,45,742800,0,2
3,636,14.5,45,742800,0,3
3,441,17.833333333333332,45,742800,0,4
0,985,19.833333333333332,45,873000,0,4
0,8709,18.916666666666668,45,786300,0,4
0,8803,7.333333333333333,45,786300,0,2
0,8157,6.333333333333333,45,786300,0,2
0,8169,19.75,45,786300,0,4
0,3002,7.75,45,786300,0,2
2,5328,9.5,45,900300,0,2
2,2154,9.583333333333334,45,916200,0,2
0,943,7.5,45,930000,0,2
0,977,19.0,45,930000,0,4
0,963,8.833333333333334,45,930000,0,2
0,941,16.75,45,930000,0,3
0,955,17.75,45,930000,0,4
3,624,19.0,45,837300,0,4
0,933,15.5,45,967500,0,3
2,2042,20.333333333333332,45,898200,0,1
2,2154,9.583333333333334,45,916200,0,2
1,717,16.666666666666668,45,999000,0,3
1,713,19.916666666666668,45,999000,0,4
1,717,16.666666666666668,45,999000,0,3
0,8483,18.166666666666668,45,1055700,0,4
0,2976,19.333333333333332,45,1055700,0,4
0,2277,15.75,45,1055700,0,3
2,369,21.833333333333332,45,1063800,0,1
2,607,22.25,45,1064700,0,1
2,6202,12.0,45,1071000,0,3
2,5041,18.666666666666668,45,1071000,0,4
2,6722,21.25,45,1071000,0,1
3,9643,19.0,45,1069200,0,4
2,2013,4.916666666666667,45,1082400,0,0
2,184,9.083333333333334,45,1086900,0,2
2,181,5.25,45,1097100,0,0
3,482,20.0,45,1119900,0,1
0,339,15.5,45,1150500,0,3
2,2046,17.25,45,1156500,0,4
2,573,16.0,45,1156500,0,3
3,531,20.0,45,1169100,0,1
2,2092,17.916666666666668,45,1187700,0,4
2,5018,12.916666666666666,45,1187700,0,3
2,926,18.5,45,1188900,0,4
2,5063,15.166666666666666,45,1188900,0,3
2,607,22.25,45,1188900,0,1
2,2193,14.083333333333334,45,1190400,0,3
2,2168,18.0,45,1190400,0,4
2,152,10.25,45,1190400,0,2
2,2193,14.083333333333334,45,1190400,0,3
3,481,8.666666666666666,45,1248300,0,2
2,549,14.333333333333334,45,1298400,0,3
0,683,13.666666666666666,45,1434300,0,3
3,540,20.666666666666668,45,1329900,0,1
3,560,8.166666666666666,45,1338300,0,2
3,839,21.416666666666668,45,1369800,0,1
0,673,13.333333333333334,45,1490400,0,3
2,2083,5.5,45,1395600,0,0
0,835,19.916666666666668,45,1512000,0,4
0,835,19.916666666666668,45,1512000,0,4
0,835,19.916666666666668,45,1512000,0,4
0,835,19.916666666666668,45,1512000,0,4
3,537,16.25,45,1424400,0,3
3,475,13.0,45,1434000,0,3
1,1404,9.166666666666666,45,1437900,0,2
1,1404,9.166666666666666,45,1437900,0,2
3,469,5.916666666666667,45,1443300,0,0
0,829,7.5,45,1568100,0,2
0,859,10.416666666666666,45,1568100,0,2
0,871,20.583333333333332,45,1568100,0,1
0,829,7.5,45,1568100,0,2
0,871,20.583333333333332,45,1568100,0,1
0,859,10.416666666666666,45,1568100,0,2
3,542,9.75,45,1464300,0,2
0,833,7.166666666666667,45,1596300,0,2
2,2373,13.833333333333334,45,1525800,0,3
1,211,9.0,45,1526100,0,2
1,2509,6.0,45,1526100,0,2
1,211,9.0,45,1526100,0,2
1,2609,21.0,45,1526100,0,1
0,879,17.666666666666668,45,1662600,0,4
0,879,17.666666666666668,45,1662600,0,4
3,741,14.666666666666666,45,1569000,0,3
3,784,16.083333333333332,45,1569000,0,3
3,784,16.083333333333332,45,1569000,0,3
3,811,18.5,45,1569300,0,4
3,431,12.916666666666666,45,1569300,0,3
3,406,10.25,45,1572300,0,2
3,401,6.833333333333333,45,1584300,0,2
3,764,16.916666666666668,45,1584300,0,3
1,237,12.833333333333334,45,1596900,0,3
3,544,17.25,45,1613400,0,4
0,839,13.5,45,1732500,0,3
3,465,16.833333333333332,45,1652100,0,3
0,899,14.75,45,1757100,0,3
3,512,14.166666666666666,45,1652100,0,3
0,899,14.75,45,1757100,0,3
3,883,22.0,45,1657500,0,1
1,7541,8.0,45,1675200,0,2
1,165,6.083333333333333,45,1675200,0,2
0,2976,19.333333333333332,45,1683900,0,4
3,411,7.083333333333333,45,1710900,0,2
3,803,6.166666666666667,45,1728300,0,2
2,5063,15.166666666666666,45,1735800,0,3
1,194,20.583333333333332,45,1741800,0,1
3,9843,6.083333333333333,45,1742400,0,2
3,401,6.833333333333333,45,1743000,0,2
3,883,22.0,45,1752000,0,1
3,409,10.583333333333334,45,1778100,0,2
0,811,5.916666666666667,45,1888800,0,0
0,801,9.083333333333334,45,1888800,0,2
0,807,20.666666666666668,45,1888800,0,1
0,801,9.083333333333334,45,1888800,0,2
0,815,8.083333333333334,45,1888800,0,2
0,809,19.833333333333332,45,1888800,0,4
0,815,8.083333333333334,45,1888800,0,2
1,113,6.083333333333333,45,1786200,0,2
1,213,11.833333333333334,45,1786200,0,2
1,300,8.666666666666666,45,1786200,0,2
1,191,9.25,45,1786200,0,2
1,300,8.666666666666666,45,1786200,0,2
1,300,8.666666666666666,45,1786200,0,2
1,266,6.416666666666667,45,1786200,0,2
1,103,19.416666666666668,45,1786200,0,4
1,119,18.666666666666668,45,1786200,0,4
1,2403,10.5,45,1787400,0,2
3,506,9.75,45,1854300,0,2
3,504,21.25,45,1854300,0,1
3,506,9.75,45,1854300,0,2
3,762,20.25,45,1868100,0,1
0,817,16.083333333333332,45,1983300,0,3
0,813,17.583333333333332,45,1983300,0,4
0,817,16.083333333333332,45,1983300,0,3
3,877,11.0,45,1883100,0,2
3,473,18.666666666666668,45,1883100,0,4
3,9609,18.333333333333332,45,1901700,0,4
2,2102,7.333333333333333,45,1934700,0,2
0,855,18.666666666666668,45,2042100,0,4
0,627,13.333333333333334,45,2063700,0,3
3,502,13.5,45,1980300,0,3
3,807,17.333333333333332,45,1980300,0,4
3,502,13.5,45,1980300,0,3
3,9645,12.75,45,1996200,0,3
3,451,14.5,45,2013300,0,3
3,479,21.25,45,2017200,0,1
3,767,12.166666666666666,45,2026800,0,3
3,762,20.25,45,2026800,0,1
0,819,14.25,45,2140800,0,3
0,819,14.25,45,2140800,0,3
0,819,14.25,45,2140800,0,3
0,819,14.25,45,2140800,0,3
3,542,9.75,45,2079900,0,2
3,483,16.5,45,2133600,0,3
2,2338,12.75,45,2187600,0,3
1,101,5.833333333333333,45,2240700,0,0
0,727,20.5,45,2351400,0,1
0,707,17.5,45,2351400,0,4
1,286,10.833333333333334,45,2295300,0,2
0,737,15.916666666666666,45,2414400,0,3
0,705,7.5,45,2436300,0,2
0,747,6.5,45,2436300,0,2
2,7403,7.416666666666667,45,2460600,0,2
3,9017,9.916666666666666,45,2542500,0,2
0,833,7.166666666666667,45,2693700,0,2
3,801,17.083333333333332,45,2636700,0,4
3,885,10.916666666666666,45,2665500,0,2
0,839,13.5,45,2830200,0,3
0,637,17.166666666666668,45,3015000,0,4
0,706,13.666666666666666,45,3015000,0,3
3,885,10.916666666666666,45,2983500,0,2
1,286,10.833333333333334,45,3051300,0,2
0,837,17.416666666666668,45,3272100,0,4
0,837,17.416666666666668,45,3272100,0,4
1,357,6.083333333333333,45,3388500,0,2
0,705,7.5,45,3720000,0,2
0,747,6.5,45,3720000,0,2
0,975,5.75,45,742800,0,0
0,953,20.666666666666668,45,742800,0,1
0,981,21.666666666666668,45,742800,0,1
0,927,9.5,45,810000,0,2
0,993,12.833333333333334,45,810000,0,3
0,951,14.333333333333334,45,810000,0,3
0,933,15.5,45,810000,0,3
0,985,19.833333333333332,45,810000,0,4
0,995,10.333333333333334,45,810000,0,2
0,945,11.666666666666666,45,810000,0,2
1,7533,13.5,45,723000,0,3
1,7534,15.5,45,723000,0,3
1,7535,17.0,45,723000,0,4
2,171,2.0,45,723000,0,0
3,764,4.416666666666667,45,723000,0,0
2,2054,6.5,45,723000,0,2
1,530,7.0,45,723000,0,2
2,5001,7.25,45,723000,0,2
1,334,8.0,45,723000,0,2
2,5329,8.166666666666666,45,723000,0,2
1,354,22.5,45,723000,0,1
2,2137,23.583333333333332,45,723000,0,5
1,2501,2.0,45,723000,0,0
1,336,14.333333333333334,45,723000,0,3
1,392,15.0,45,723000,0,3
1,346,19.666666666666668,45,723000,0,4
3,482,20.0,45,723000,0,1
2,6261,20.0,45,723000,0,1
1,330,21.0,45,723000,0,1
2,6278,8.75,45,723000,0,2
1,338,10.5,45,723000,0,2
2,218,10.75,45,723000,0,2
1,323,18.833333333333332,45,723000,0,4
2,2081,4.75,45,723000,0,0
3,747,19.0,45,722700,0,4
3,773,20.0,45,722700,0,1
3,784,16.083333333333332,45,722700,0,3
3,721,20.75,45,722700,0,1
3,1529,9.583333333333334,45,722700,0,2
3,773,20.0,45,722700,0,1
3,747,19.0,45,722700,0,4
3,740,8.0,45,722700,0,2
3,798,12.666666666666666,45,722700,0,3
3,775,12.333333333333334,45,722700,0,3
3,788,22.166666666666668,45,722700,0,1
3,1529,9.583333333333334,45,722700,0,2
3,784,16.083333333333332,45,722700,0,3
2,2097,7.0,45,738900,0,2
3,868,18.0,45,742800,0,4
3,887,7.0,45,742800,0,2
3,665,8.0,45,742800,0,2
3,865,10.666666666666666,45,742800,0,2
3,805,20.0,45,742800,0,1
3,678,9.0,45,742800,0,2
3,624,19.0,45,742800,0,4
3,636,14.5,45,742800,0,3
3,441,17.833333333333332,45,742800,0,4
0,8709,18.916666666666668,45,786300,0,4
0,8803,7.333333333333333,45,786300,0,2
0,8157,6.333333333333333,45,786300,0,2
